EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Sprint review,PerformanceRating
E1002274,31,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,22,3,1,54,3,1,3,0,No,19,3,3,1,3,2,2,1,2,No,0.18,2
E1001027,29,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,7,2,3,99,3,1,3,1,No,11,3,1,6,3,1,0,0,0,No,0.7,3
E1001083,35,Female,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,1,3,1,72,3,1,4,1,No,16,2,3,1,2,3,2,0,2,No,0.66,3
E1001468,32,Female,Bachelors,Divorced,Sales,Financial Analyst,Non-Travel,4,1,3,76,3,1,1,1,No,12,3,1,3,3,1,0,0,0,No,0.48,3
E1001770,35,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,3,4,4,76,3,1,3,1,No,13,1,1,3,3,1,0,0,0,No,0.58,3
E1001773,24,Female,Bachelors,Married,Sales,Financial Analyst,Non-Travel,1,1,4,78,3,1,2,1,No,13,3,1,2,3,1,0,0,0,No,0.53,3
E1001958,20,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,11,2,4,54,3,1,1,1,No,11,1,2,3,3,2,2,0,2,No,0.46,3
E1001988,36,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,1,3,3,51,3,2,4,3,No,15,3,17,2,2,13,7,6,7,No,0.67,3
E1002297,52,Male,Bachelors,Divorced,Sales,Financial Analyst,Non-Travel,24,3,1,40,3,1,4,2,No,15,2,16,3,2,9,8,0,0,No,0.62,3
E1001834,36,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,23,4,3,70,3,1,4,3,Yes,21,4,7,3,2,3,2,1,2,No,0.89,4
E1001413,31,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Frequently,16,4,3,67,4,1,4,0,No,12,1,3,4,3,2,2,2,2,No,0.66,3
E100772,21,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,8,2,3,90,4,1,2,1,No,15,4,1,0,3,1,0,0,0,Yes,0.7,3
E1002030,29,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,10,4,2,52,1,1,2,1,No,13,3,2,3,3,2,2,2,2,Yes,0.17,2
E1002113,38,Female,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,5,3,2,77,1,2,4,2,Yes,20,1,20,4,2,4,2,0,3,No,0.56,3
E100833,34,Female,Bachelors,Divorced,Sales,Financial Analyst,Travel_Frequently,4,4,4,33,1,1,3,0,No,16,4,3,3,2,2,2,1,0,Yes,0.54,3
E1001171,38,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,9,3,2,98,2,1,2,0,No,19,4,3,3,3,2,2,1,2,No,0.64,3
E1001230,25,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,26,3,3,36,2,1,2,1,Yes,18,3,1,2,3,1,0,0,0,Yes,0.78,3
E100325,50,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,3,3,1,86,2,1,3,1,Yes,14,3,3,2,3,3,2,0,2,Yes,0.49,3
E100483,53,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,16,3,2,34,3,2,3,2,Yes,20,4,13,3,1,7,7,4,5,No,0.14,2
E100589,37,Male,Bachelors,Divorced,Sales,Financial Analyst,Travel_Frequently,18,4,1,41,3,1,4,4,No,17,3,13,2,3,9,8,5,8,No,0.19,2
E1001016,50,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,2,3,4,54,3,1,2,7,No,15,4,4,2,3,2,2,2,2,No,0.79,3
E1001044,29,Male,Bachelors,Divorced,Sales,Financial Analyst,Travel_Rarely,2,4,4,83,3,1,2,1,No,14,4,2,2,3,2,2,2,2,No,0.57,3
E1001355,20,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Frequently,10,3,4,54,3,1,4,1,Yes,14,2,2,3,3,2,2,0,2,Yes,0.59,3
E1002058,21,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,16,2,2,31,3,1,2,1,No,13,2,1,3,3,1,0,1,0,Yes,0.57,3
E1002301,23,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Frequently,1,3,4,33,3,1,1,1,No,19,1,1,3,2,1,0,1,0,Yes,0.57,3
E100327,35,Female,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,24,4,4,97,3,1,4,1,No,13,1,2,3,3,2,2,2,2,No,0.43,3
E100445,19,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,7,3,4,50,3,1,3,1,Yes,19,4,0,2,2,0,0,0,0,Yes,0.54,3
E100494,34,Female,Bachelors,Married,Sales,Financial Analyst,Travel_Frequently,25,2,3,75,3,1,3,6,No,18,4,6,3,3,4,3,1,2,No,0.78,3
E100526,41,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,5,4,2,70,3,1,2,1,Yes,22,4,4,5,2,4,3,0,2,Yes,0.67,3
E100677,31,Female,Bachelors,Divorced,Sales,Financial Analyst,Travel_Frequently,2,3,4,84,3,1,2,1,No,11,3,2,5,2,2,2,2,2,No,0.78,3
E100863,30,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,7,3,4,57,3,1,2,0,No,14,1,4,3,3,3,2,1,2,No,0.59,3
E100892,18,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Frequently,2,4,2,69,3,1,2,1,Yes,14,4,0,3,3,0,0,0,0,Yes,0.72,3
E100945,27,Male,Bachelors,Divorced,Sales,Financial Analyst,Travel_Rarely,5,4,3,85,3,1,1,0,No,11,2,5,3,3,4,3,0,2,Yes,0.71,3
E1002142,27,Female,Phd,Married,Sales,Financial Analyst,Travel_Rarely,10,1,2,36,2,2,3,1,No,21,4,9,5,3,9,8,5,8,No,0.38,2
E1002291,32,Male,Phd,Married,Sales,Financial Analyst,Travel_Rarely,10,4,2,68,2,1,2,0,No,14,2,3,2,3,2,2,2,2,No,0.39,2
E1001200,20,Female,Phd,Single,Sales,Financial Analyst,Travel_Rarely,1,2,3,49,2,1,3,1,No,13,4,2,3,2,2,2,0,2,Yes,0.57,3
E100689,18,Female,Phd,Single,Sales,Financial Analyst,Travel_Rarely,5,3,4,69,2,1,3,1,No,12,1,0,2,3,0,0,0,0,No,0.68,3
E100762,21,Male,Phd,Single,Sales,Financial Analyst,Non-Travel,8,2,1,39,3,1,4,1,No,24,3,3,3,2,3,2,2,2,No,0.28,2
E1001178,37,Female,Phd,Married,Sales,Financial Analyst,Travel_Frequently,2,3,3,54,3,1,4,5,No,15,2,10,3,3,5,4,0,0,No,0.6,3
E1001902,18,Female,Phd,Single,Sales,Financial Analyst,Travel_Frequently,7,3,2,70,3,1,4,1,Yes,12,3,0,2,4,0,0,0,0,Yes,0.54,3
E1001935,20,Female,Phd,Single,Sales,Financial Analyst,Travel_Rarely,2,4,3,31,3,1,3,1,No,19,1,2,3,3,2,2,2,2,No,0.62,3
E1001969,48,Female,Phd,Married,Sales,Financial Analyst,Travel_Frequently,28,2,4,95,3,1,3,2,Yes,11,3,19,3,3,9,7,7,7,Yes,0.6,3
E1002153,28,Female,Phd,Married,Sales,Financial Analyst,Travel_Rarely,7,2,2,78,3,1,2,1,No,19,4,1,3,3,1,0,0,0,No,0.67,3
E1002154,30,Male,Phd,Single,Sales,Financial Analyst,Travel_Rarely,3,2,2,89,3,1,4,1,No,13,3,1,3,2,1,0,0,0,Yes,0.52,3
E1002299,21,Male,Phd,Single,Sales,Financial Analyst,Travel_Rarely,10,3,3,58,3,1,1,1,Yes,11,4,2,6,3,2,2,1,2,No,0.48,3
E100745,47,Male,Phd,Single,Sales,Financial Analyst,Travel_Frequently,5,5,2,99,3,2,3,3,No,19,1,5,3,3,0,0,0,0,No,0.55,3
E100923,25,Male,Phd,Married,Sales,Financial Analyst,Travel_Rarely,1,1,2,40,3,1,3,1,No,11,3,7,1,3,7,4,0,6,No,0.45,3
E1001334,28,Male,Phd,Married,Sales,Financial Analyst,Travel_Rarely,7,3,4,74,3,1,2,1,No,22,2,1,5,3,1,0,0,0,No,0.84,4
E1001642,27,Female,Phd,Married,Sales,Financial Analyst,Travel_Rarely,8,4,3,98,4,1,4,8,No,14,2,5,4,3,1,0,0,0,No,0.42,3
E1001237,19,Male,Masters,Single,Sales,Financial Analyst,Travel_Rarely,1,2,4,37,2,1,2,1,Yes,13,2,1,3,4,1,0,0,0,Yes,0.43,3
E1002338,26,Female,Masters,Single,Sales,Financial Analyst,Travel_Rarely,8,4,4,30,2,1,3,0,No,18,4,5,2,3,4,2,0,0,No,0.41,3
E1001061,45,Male,Masters,Single,Sales,Financial Analyst,Travel_Rarely,5,3,2,46,1,2,3,0,No,13,1,9,3,3,8,7,3,1,No,0.67,3
E100513,19,Female,Masters,Single,Sales,Financial Analyst,Travel_Frequently,8,4,3,100,1,1,1,0,No,21,1,1,5,4,0,0,0,0,Yes,0.99,4
E100756,21,Female,Masters,Single,Sales,Financial Analyst,Travel_Frequently,5,2,1,99,2,1,2,1,Yes,11,3,3,3,3,3,2,1,2,Yes,0.13,2
E1001764,28,Male,Masters,Married,Sales,Financial Analyst,Travel_Frequently,15,2,1,92,3,1,3,3,No,15,4,5,3,4,3,2,1,2,Yes,0.32,2
E1001252,29,Female,Masters,Married,Sales,Financial Analyst,Travel_Frequently,7,4,3,84,3,1,4,1,No,15,2,3,5,3,3,1,0,2,No,0.79,3
E100391,23,Male,Masters,Divorced,Sales,Financial Analyst,Travel_Rarely,10,1,3,62,3,1,1,3,No,13,3,3,3,3,0,0,0,0,No,0.41,3
E100786,30,Male,Masters,Married,Sales,Financial Analyst,Travel_Rarely,5,4,3,72,3,1,2,1,No,18,1,1,3,3,1,0,0,0,No,0.77,3
E100832,24,Female,Masters,Single,Sales,Financial Analyst,Travel_Rarely,6,3,1,62,3,1,2,1,Yes,16,2,6,4,3,5,3,1,4,Yes,0.68,3
E100944,34,Female,Masters,Divorced,Sales,Financial Analyst,Travel_Rarely,4,1,3,31,3,1,3,1,Yes,18,4,8,3,3,8,2,0,6,No,0.79,3
E100947,21,Male,Masters,Single,Sales,Financial Analyst,Travel_Rarely,23,5,3,49,3,1,3,1,No,11,3,3,2,3,3,2,1,2,No,0.5,3
E100311,32,Female,Bachelors,Single,Development,SDE,Travel_Frequently,2,3,2,72,1,1,1,1,Yes,22,2,10,5,3,10,2,6,7,Yes,0.75,3
E100969,35,Male,Bachelors,Single,Development,SDE,Travel_Rarely,2,1,2,82,1,2,4,1,No,13,2,17,3,3,17,11,11,8,No,0.62,3
E1001090,24,Male,Bachelors,Divorced,Development,SDE,Non-Travel,6,3,3,60,2,1,2,1,No,11,3,1,4,3,1,0,0,0,No,0.45,3
E1001150,22,Male,Bachelors,Married,Development,SDE,Travel_Rarely,1,3,4,33,2,2,4,6,No,22,1,4,2,1,2,2,2,2,No,0.59,3
E1001166,24,Male,Bachelors,Married,Development,SDE,Non-Travel,1,1,1,46,2,1,4,0,No,17,4,6,2,2,5,2,3,4,No,0.79,3
E100847,50,Male,Bachelors,Married,Development,SDE,Travel_Rarely,1,5,2,88,2,4,3,0,No,15,2,28,2,3,27,10,15,7,No,0.76,3
E100857,34,Male,Bachelors,Divorced,Development,SDE,Travel_Rarely,3,4,4,62,2,1,3,3,No,12,3,14,3,3,7,3,5,7,No,0.5,3
E100916,49,Male,Bachelors,Divorced,Development,SDE,Travel_Rarely,1,4,4,58,2,5,3,1,Yes,17,3,31,5,3,31,9,0,9,No,0.58,3
E100942,48,Female,Bachelors,Married,Development,SDE,Travel_Rarely,10,4,4,40,2,4,1,7,No,11,1,21,3,1,3,2,0,2,No,0.64,3
E1001229,32,Female,Bachelors,Married,Development,SDE,Non-Travel,9,2,3,70,2,1,2,6,No,20,3,5,3,3,3,0,0,2,No,0.93,4
E100809,39,Male,Bachelors,Divorced,Development,SDE,Travel_Frequently,4,3,2,52,3,5,3,1,Yes,14,3,21,3,3,21,8,1,6,No,0.3,2
E100925,24,Female,Bachelors,Married,Development,SDE,Travel_Frequently,22,2,1,55,3,1,3,1,Yes,16,4,6,4,3,6,3,1,2,Yes,0.39,2
E1001049,35,Female,Bachelors,Divorced,Development,SDE,Non-Travel,9,4,4,61,3,2,1,2,No,11,1,16,2,4,1,0,0,0,No,0.42,3
E1001173,31,Male,Bachelors,Married,Development,SDE,Travel_Rarely,12,3,4,48,3,1,4,3,Yes,19,2,8,2,3,6,4,0,2,No,0.56,3
E1001220,35,Female,Bachelors,Married,Development,SDE,Travel_Rarely,23,3,4,51,3,2,4,1,Yes,25,4,10,2,1,10,6,0,7,No,0.64,3
E1001254,52,Male,Bachelors,Married,Development,SDE,Travel_Rarely,9,4,4,70,3,4,4,2,No,15,2,26,2,2,9,8,7,8,No,0.43,3
E100286,32,Male,Bachelors,Single,Development,SDE,Travel_Frequently,1,2,4,79,3,1,4,0,No,13,3,8,2,2,7,7,3,6,No,0.72,3
E100838,26,Female,Bachelors,Divorced,Development,SDE,Travel_Rarely,9,4,1,90,3,1,4,1,No,22,2,3,3,1,3,2,0,2,No,0.69,3
E100840,30,Male,Bachelors,Married,Development,SDE,Non-Travel,7,3,3,53,3,1,4,4,No,15,3,9,3,1,5,3,1,4,No,0.64,3
E100853,46,Male,Bachelors,Married,Development,SDE,Travel_Rarely,14,2,1,51,3,4,3,6,No,13,3,26,2,1,3,2,0,1,No,0.44,3
E100859,31,Male,Bachelors,Divorced,Development,SDE,Travel_Rarely,2,3,3,33,3,3,2,1,No,25,4,13,6,4,13,8,0,8,No,0.6,3
E100864,35,Male,Bachelors,Married,Development,SDE,Travel_Rarely,19,3,4,72,3,3,3,4,Yes,12,3,10,2,3,8,7,0,0,No,0.48,3
E100961,34,Male,Bachelors,Married,Development,SDE,Travel_Rarely,2,3,2,42,3,1,4,1,No,12,4,10,4,2,10,9,8,8,No,0.71,3
E100980,33,Male,Bachelors,Single,Development,SDE,Travel_Frequently,2,1,1,70,3,1,1,1,Yes,11,1,10,3,3,10,8,9,7,Yes,0.67,3
E1001091,52,Female,Bachelors,Married,Development,SDE,Travel_Rarely,3,1,4,82,3,2,3,8,No,20,2,9,3,3,5,2,1,4,No,0.88,4
E100289,30,Male,Bachelors,Divorced,Development,SDE,Travel_Rarely,11,3,4,67,3,1,3,1,No,22,2,1,2,3,1,0,0,0,No,0.87,4
E100298,29,Female,Bachelors,Divorced,Development,SDE,Travel_Rarely,2,2,2,51,4,3,1,1,No,11,3,10,1,3,10,9,8,8,No,0.27,2
E1001104,35,Female,Bachelors,Single,Development,SDE,Travel_Rarely,4,3,4,40,4,1,3,3,No,13,3,7,0,3,2,2,2,2,No,0.67,3
E100993,37,Male,Bachelors,Single,Development,SDE,Travel_Rarely,14,3,4,80,4,1,4,3,No,17,1,4,2,3,1,0,0,0,No,0.64,3
E1001102,29,Male,Bachelors,Married,Development,SDE,Travel_Rarely,2,2,3,81,4,1,3,1,No,24,3,10,3,3,10,7,0,7,No,0.87,4
E1001134,35,Female,Phd,Single,Development,SDE,Travel_Rarely,10,4,3,53,2,1,1,1,No,11,4,6,3,2,6,5,1,1,No,0.5,3
E100296,34,Male,Phd,Divorced,Development,SDE,Travel_Rarely,12,3,2,93,3,1,4,0,No,11,3,3,2,3,2,2,1,2,No,0.29,2
E100860,33,Male,Phd,Married,Development,SDE,Travel_Rarely,2,3,2,56,3,3,3,7,Yes,12,4,15,2,4,7,6,7,7,Yes,0.27,2
E100902,46,Female,Phd,Married,Development,SDE,Travel_Frequently,5,2,1,86,3,3,3,5,No,11,4,28,3,2,2,2,1,2,No,0.27,2
E1001153,42,Male,Phd,Single,Development,SDE,Travel_Frequently,7,2,2,35,3,1,4,5,Yes,14,4,8,2,3,2,1,2,2,No,0.64,3
E1001210,39,Male,Phd,Married,Development,SDE,Travel_Rarely,21,3,4,70,3,1,1,7,Yes,21,4,8,2,1,2,2,2,2,Yes,0.78,3
E100291,36,Male,Phd,Married,Development,SDE,Travel_Rarely,4,2,3,94,3,2,3,6,No,13,2,17,3,2,7,7,7,7,No,0.45,3
E100807,37,Female,Phd,Married,Development,SDE,Non-Travel,25,5,2,72,3,2,3,3,Yes,15,1,15,2,3,13,11,10,7,No,0.47,3
E100814,28,Male,Phd,Divorced,Development,SDE,Travel_Rarely,1,2,3,79,3,2,1,1,No,12,4,10,2,3,10,0,1,8,No,0.6,3
E100941,43,Male,Phd,Divorced,Development,SDE,Travel_Frequently,1,1,4,72,3,2,3,3,Yes,13,2,10,3,3,8,7,4,7,No,0.61,3
E100979,20,Male,Phd,Single,Development,SDE,Travel_Rarely,12,3,4,32,3,1,3,1,Yes,11,4,1,5,3,1,0,1,1,Yes,0.71,3
E1001275,50,Male,Phd,Divorced,Development,SDE,Travel_Rarely,1,3,4,66,3,4,4,9,No,22,3,32,1,2,5,4,1,3,No,0.84,4
E1001265,47,Male,Phd,Divorced,Development,SDE,Travel_Frequently,17,2,3,64,4,2,3,1,Yes,19,3,20,3,4,19,10,2,7,No,0.53,3
E100300,22,Male,Phd,Divorced,Development,SDE,Non-Travel,3,3,4,96,4,1,4,1,Yes,13,2,1,2,2,1,0,0,0,No,0.54,3
E100994,50,Male,Phd,Married,Development,SDE,Travel_Rarely,3,3,4,74,4,1,3,1,Yes,11,3,20,3,3,20,8,3,8,No,0.58,3
E100288,59,Female,Phd,Married,Development,SDE,Travel_Rarely,10,2,3,81,4,1,1,4,Yes,20,1,12,3,2,1,0,0,0,No,0.88,4
E1001217,33,Male,Masters,Single,Development,SDE,Travel_Rarely,4,2,3,100,2,1,1,3,Yes,11,2,6,1,3,3,2,0,2,No,0.55,3
E100310,53,Female,Masters,Divorced,Development,SDE,Travel_Rarely,29,2,3,58,3,5,3,4,No,11,4,26,3,2,14,13,4,8,No,0.78,3
E100949,44,Male,Masters,Married,Development,SDE,Travel_Rarely,2,3,4,35,3,5,4,4,Yes,12,1,26,2,4,2,2,0,1,No,0.43,3
E1001218,58,Female,Masters,Divorced,Development,SDE,Travel_Rarely,7,3,3,37,2,3,2,2,Yes,13,4,24,3,3,6,0,0,4,No,0.41,3
E100871,22,Male,Masters,Single,Development,SDE,Travel_Frequently,18,3,3,99,2,1,3,5,No,16,3,4,3,3,2,2,1,2,Yes,0.56,3
E1001228,38,Female,Masters,Married,Development,SDE,Travel_Rarely,1,1,4,80,3,3,1,1,No,13,2,15,3,3,15,12,5,11,No,0.56,3
E1001372,27,Male,Bachelors,Married,Research & Development,Administrative Manager,Non-Travel,6,2,1,87,1,1,3,1,No,19,4,3,4,3,3,2,1,2,No,0.16,2
E1001302,48,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,2,2,3,78,2,3,3,7,No,14,2,27,3,3,15,11,4,8,No,0.75,3
E1001357,21,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,2,4,3,36,2,1,1,1,No,13,1,1,6,2,1,0,1,0,Yes,0.65,3
E1001358,46,Female,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,23,3,4,74,2,2,1,8,Yes,23,1,19,2,3,16,13,1,7,No,0.93,4
E1001305,27,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,3,3,1,47,3,2,4,0,No,18,2,4,2,3,3,2,2,2,No,0.32,2
E1001284,38,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Frequently,3,4,3,66,3,1,3,0,No,17,2,3,0,2,2,1,0,2,No,0.63,3
E1001324,32,Female,Phd,Single,Research & Development,Administrative Manager,Non-Travel,25,5,4,69,3,1,3,9,No,12,2,10,2,3,8,7,7,7,No,0.64,3
E1001339,50,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,2,2,2,62,3,5,3,2,Yes,11,4,29,2,2,8,1,7,7,No,0.48,3
E1001349,56,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Frequently,22,4,1,63,3,1,3,2,No,19,2,18,4,3,5,4,0,3,No,0.77,3
E1001296,26,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,29,3,4,32,4,2,4,1,No,12,2,8,2,3,8,7,1,3,No,0.58,3
E1001338,38,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Frequently,29,4,3,44,3,1,3,3,No,16,1,8,2,3,2,2,2,2,No,0.8,3
E1001362,30,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,2,2,3,85,3,2,1,0,No,15,3,7,1,2,6,2,0,2,No,0.78,3
E1001360,28,Male,Masters,Single,Research & Development,Administrative Manager,Non-Travel,2,3,2,72,2,3,1,1,No,12,1,10,2,2,10,7,1,9,Yes,0.27,2
E1001370,40,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,22,3,1,61,3,3,4,4,No,20,4,14,6,3,11,10,11,1,No,0.16,2
E1001291,54,Female,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,8,4,3,56,3,3,3,8,No,11,3,22,2,3,10,7,0,8,No,0.5,3
E100333,26,Male,Bachelors,Single,Development,SDE,Travel_Rarely,2,4,1,48,1,1,3,1,No,12,3,1,2,2,1,0,0,1,Yes,0.47,3
E100332,27,Female,Bachelors,Divorced,Development,SDE,Travel_Rarely,10,3,4,33,3,1,1,1,No,13,4,1,6,3,1,0,0,0,No,0.5,3
E100341,35,Male,Bachelors,Married,Development,SDE,Travel_Rarely,9,1,4,36,4,1,4,1,No,19,4,1,2,3,1,0,0,1,No,0.51,3
E100348,35,Male,Phd,Married,Development,SDE,Non-Travel,15,1,3,79,2,3,1,2,Yes,13,3,10,3,3,4,0,2,3,No,0.41,3
E100324,43,Female,Phd,Divorced,Development,SDE,Travel_Rarely,10,1,4,72,4,1,3,1,No,12,4,6,3,2,5,3,1,4,No,0.61,3
E100318,44,Male,Masters,Married,Development,SDE,Travel_Rarely,7,1,4,41,3,2,4,2,Yes,13,4,9,5,4,4,2,1,3,No,0.5,3
E100343,28,Male,Masters,Single,Development,SDE,Travel_Rarely,16,3,3,50,3,1,3,1,Yes,13,3,2,3,2,2,2,2,2,Yes,0.77,3
E100534,34,Male,Bachelors,Married,Development,SDE,Travel_Frequently,20,3,4,45,2,2,3,1,No,17,3,10,2,2,10,9,1,9,No,0.67,3
E100565,40,Male,Bachelors,Married,Development,SDE,Non-Travel,23,3,4,63,2,2,4,9,No,14,4,5,5,1,3,2,0,2,No,0.7,3
E100594,52,Female,Bachelors,Single,Development,SDE,Travel_Rarely,5,2,3,89,2,1,4,7,No,15,2,6,3,2,2,2,2,2,No,0.5,3
E100504,50,Female,Bachelors,Single,Development,SDE,Travel_Rarely,10,4,3,53,3,5,2,3,No,15,2,21,5,3,5,4,4,4,No,0.71,3
E100523,38,Female,Bachelors,Single,Development,SDE,Travel_Rarely,4,1,3,75,3,1,4,1,No,12,3,2,3,3,2,2,2,1,No,0.71,3
E100549,38,Male,Bachelors,Married,Development,SDE,Travel_Rarely,2,5,4,88,3,2,3,9,No,14,2,14,3,3,1,0,0,0,No,0.44,3
E100553,49,Male,Bachelors,Divorced,Development,SDE,Non-Travel,18,5,4,92,3,2,4,1,Yes,15,1,7,0,3,7,7,1,7,No,0.61,3
E100582,36,Male,Bachelors,Single,Development,SDE,Travel_Rarely,10,2,4,62,3,2,2,8,No,16,4,16,3,4,13,11,3,7,No,0.62,3
E100669,37,Female,Bachelors,Single,Development,SDE,Travel_Rarely,1,3,4,42,3,1,4,1,No,12,2,17,3,3,17,12,5,7,No,0.54,3
E100697,36,Female,Bachelors,Married,Development,SDE,Non-Travel,8,1,2,47,3,2,2,7,No,15,3,11,3,3,9,8,0,8,No,0.5,3
E100703,45,Male,Bachelors,Divorced,Development,SDE,Travel_Frequently,2,1,1,97,3,3,1,1,No,18,1,24,2,3,24,9,9,11,No,0.46,3
E100712,27,Female,Bachelors,Single,Development,SDE,Travel_Rarely,24,3,3,85,3,1,2,1,Yes,12,2,4,2,2,4,3,1,2,No,0.63,3
E100673,28,Female,Bachelors,Single,Development,SDE,Travel_Rarely,2,3,4,66,3,1,4,1,No,21,4,5,3,3,5,3,0,2,No,1,4
E100562,22,Male,Bachelors,Divorced,Development,SDE,Travel_Rarely,1,5,4,60,4,1,2,1,Yes,16,1,4,2,2,4,2,2,2,No,0.62,3
E100637,32,Male,Bachelors,Married,Development,SDE,Travel_Frequently,7,3,2,100,4,1,2,1,No,20,3,5,3,1,5,1,0,3,No,0.74,3
E100659,35,Female,Bachelors,Divorced,Development,SDE,Travel_Rarely,5,3,2,71,4,3,2,7,No,18,2,10,6,2,7,7,6,2,No,0.68,3
E100619,45,Male,Bachelors,Married,Development,SDE,Travel_Frequently,28,3,1,77,4,2,3,4,No,17,4,9,1,3,3,2,0,2,No,0.82,4
E100686,51,Male,Phd,Divorced,Development,SDE,Travel_Rarely,2,4,4,84,1,2,2,5,No,18,4,13,3,3,4,1,1,2,No,0.67,3
E100502,27,Male,Phd,Divorced,Development,SDE,Non-Travel,1,3,3,79,2,1,3,1,Yes,15,4,1,2,2,1,1,0,1,No,0.76,3
E100542,45,Male,Phd,Married,Development,SDE,Non-Travel,21,4,1,65,2,4,4,9,No,23,4,22,1,3,20,8,11,8,No,0.79,3
E100618,37,Female,Phd,Married,Development,SDE,Travel_Rarely,24,3,3,83,2,1,1,2,No,14,1,17,2,2,3,1,0,2,No,0.6,3
E100492,58,Female,Phd,Married,Development,SDE,Travel_Rarely,1,3,2,75,2,1,2,4,Yes,20,2,9,3,2,1,0,0,0,No,0.87,4
E100615,31,Male,Phd,Divorced,Development,SDE,Travel_Frequently,18,1,2,73,3,3,3,9,No,12,1,9,3,3,2,2,2,2,No,0.14,2
E100470,45,Male,Phd,Single,Development,SDE,Travel_Rarely,2,5,3,83,3,1,4,5,No,13,2,9,2,2,6,5,0,3,No,0.46,3
E100479,19,Female,Phd,Single,Development,SDE,Travel_Rarely,6,2,2,79,3,1,2,1,No,14,4,1,3,3,1,0,0,0,No,0.5,3
E100516,36,Male,Phd,Single,Development,SDE,Travel_Frequently,10,3,4,30,3,1,2,4,No,12,3,13,3,2,8,7,7,2,No,0.68,3
E100560,38,Male,Phd,Married,Development,SDE,Travel_Rarely,1,4,2,70,3,2,1,7,Yes,19,2,17,2,3,1,0,0,0,Yes,0.74,3
E100650,45,Male,Phd,Married,Development,SDE,Travel_Rarely,18,4,3,79,3,4,4,0,Yes,14,2,21,2,3,20,7,4,10,No,0.56,3
E100664,53,Male,Phd,Married,Development,SDE,Travel_Rarely,23,3,3,45,3,4,3,3,Yes,16,4,21,5,2,5,3,1,3,No,0.59,3
E100655,28,Male,Phd,Married,Development,SDE,Travel_Rarely,28,2,4,94,3,1,4,1,No,23,4,5,3,2,5,2,0,4,No,0.94,4
E100528,53,Female,Phd,Divorced,Development,SDE,Travel_Rarely,17,2,4,57,4,2,1,1,No,11,3,5,3,3,4,2,1,3,No,0.43,3
E100540,43,Male,Phd,Divorced,Development,SDE,Non-Travel,3,3,4,37,4,1,4,4,No,14,4,7,3,4,5,4,2,2,No,0.58,3
E100695,39,Male,Phd,Divorced,Development,SDE,Travel_Rarely,13,1,3,48,4,3,4,0,No,17,1,19,5,2,18,10,3,7,No,0.66,3
E100717,32,Female,Phd,Single,Development,SDE,Travel_Rarely,7,3,1,74,4,2,4,7,No,16,3,10,0,2,7,7,0,7,No,0.41,3
